timestamp,ticker,open,high,low,close,volume
2026-01-30 00:00:00+00:00,BTC,84521.75,84654.0,81025.5,82658.75,0.0
2026-01-30 00:00:00+00:00,DOGE,0.12,0.12,0.11,0.11,0.0
2026-01-30 00:00:00+00:00,ETH,2818.1,2824.2,2682.9,2735.25,0.0
2026-01-30 00:00:00+00:00,SOL,117.62,117.97,111.9,115.62,0.0
2026-01-30 00:00:00+00:00,XRP,1.8,1.845,1.71,1.76,0.0
2026-01-30 08:00:00+00:00,BTC,82658.75,84076.75,82023.0,82761.25,0.0
2026-01-30 08:00:00+00:00,DOGE,0.11,0.12,0.11,0.12,0.0
2026-01-30 08:00:00+00:00,ETH,2735.25,2797.3,2690.9,2725.4,0.0
2026-01-30 08:00:00+00:00,SOL,115.62,117.46,114.41,116.62,0.0
2026-01-30 08:00:00+00:00,XRP,1.76,1.845,1.73,1.76,0.0
2026-01-30 16:00:00+00:00,BTC,82761.25,84563.25,81753.75,83746.25,0.0
2026-01-30 16:00:00+00:00,DOGE,0.12,0.12,0.11,0.12,0.0
2026-01-30 16:00:00+00:00,ETH,2725.4,2881.8,2632.95,2676.15,0.0
2026-01-30 16:00:00+00:00,SOL,116.62,123.84,114.15,116.8,0.0
2026-01-30 16:00:00+00:00,XRP,1.76,1.78,1.71,1.74,0.0
2026-02-01 08:00:00+00:00,BTC,78275.0,79268.5,76728.25,77532.25,0.0
2026-02-01 08:00:00+00:00,DOGE,0.11,0.11,0.1,0.1,0.0
2026-02-01 08:00:00+00:00,ETH,2408.85,2451.4,2282.75,2314.1,0.0
2026-02-01 08:00:00+00:00,SOL,105.09,106.57,100.11,101.62,0.0
2026-02-01 08:00:00+00:00,XRP,1.66,1.68,1.57,1.59,0.0
2026-02-01 16:00:00+00:00,BTC,77532.25,78375.0,75632.75,76890.0,0.0
2026-02-01 16:00:00+00:00,DOGE,0.1,0.115,0.1,0.1,0.0
2026-02-01 16:00:00+00:00,ETH,2314.1,2382.9,2219.15,2268.1,0.0
2026-02-01 16:00:00+00:00,SOL,101.62,105.0,97.9,100.7,0.0
2026-02-01 16:00:00+00:00,XRP,1.59,1.67,1.55,1.59,0.0
2026-02-02 00:00:00+00:00,BTC,76890.0,78291.75,74399.75,76563.25,0.0
2026-02-02 00:00:00+00:00,DOGE,0.1,0.11,0.1,0.1,0.0
2026-02-02 00:00:00+00:00,ETH,2268.1,2322.35,2158.15,2226.1,0.0
2026-02-02 00:00:00+00:00,SOL,100.7,103.71,95.86,101.31,0.0
2026-02-02 00:00:00+00:00,XRP,1.59,1.67,1.53,1.58,0.0
2026-02-02 08:00:00+00:00,BTC,76563.25,79316.25,75657.5,78831.25,0.0
2026-02-02 08:00:00+00:00,DOGE,0.1,0.11,0.1,0.11,0.0
2026-02-02 08:00:00+00:00,ETH,2226.1,2395.3,2196.35,2371.75,0.0
2026-02-02 08:00:00+00:00,SOL,101.31,106.0,99.46,104.63,0.0
2026-02-02 08:00:00+00:00,XRP,1.58,1.65,1.555,1.64,0.0
2026-02-02 16:00:00+00:00,BTC,78831.25,79259.75,77826.25,77932.25,0.0
2026-02-02 16:00:00+00:00,DOGE,0.11,0.11,0.105,0.11,0.0
2026-02-02 16:00:00+00:00,ETH,2371.75,2386.85,2310.75,2319.25,0.0
2026-02-02 16:00:00+00:00,SOL,104.63,105.69,103.23,103.75,0.0
2026-02-02 16:00:00+00:00,XRP,1.64,1.675,1.61,1.61,0.0
2026-02-02 21:01:00+00:00,BTC,77968.5,78897.5,77938.75,78670.25,0.0
2026-02-02 21:01:00+00:00,DOGE,0.11,0.11,0.105,0.11,0.0
2026-02-02 21:01:00+00:00,ETH,2324.35,2369.05,2320.85,2345.2,0.0
2026-02-02 21:01:00+00:00,SOL,103.97,105.1,103.9,104.44,0.0
2026-02-02 21:01:00+00:00,XRP,1.62,1.675,1.61,1.62,0.0
2026-02-03 00:00:00+00:00,BTC,78670.25,79115.5,77592.75,78707.0,0.0
2026-02-03 00:00:00+00:00,DOGE,0.11,0.11,0.11,0.11,0.0
2026-02-03 00:00:00+00:00,ETH,2345.2,2357.55,2282.65,2320.9,0.0
2026-02-03 00:00:00+00:00,SOL,104.44,104.99,102.07,104.59,0.0
2026-02-03 00:00:00+00:00,XRP,1.62,1.62,1.59,1.62,0.0
2026-02-03 08:00:00+00:00,BTC,78707.0,79006.75,77000.0,78071.25,0.0
2026-02-03 08:00:00+00:00,DOGE,0.11,0.11,0.11,0.11,0.0
2026-02-03 08:00:00+00:00,ETH,2320.9,2352.25,2250.3,2301.15,0.0
2026-02-03 08:00:00+00:00,SOL,104.59,104.93,100.28,102.44,0.0
2026-02-03 08:00:00+00:00,XRP,1.62,1.625,1.58,1.62,0.0
2026-02-03 16:00:00+00:00,BTC,78071.25,78071.5,72863.25,76399.75,0.0
2026-02-03 16:00:00+00:00,DOGE,0.11,0.13,0.1,0.11,0.0
2026-02-03 16:00:00+00:00,ETH,2301.15,2345.9,2107.25,2296.65,0.0
2026-02-03 16:00:00+00:00,SOL,102.44,108.98,96.39,101.05,0.0
2026-02-03 16:00:00+00:00,XRP,1.62,1.63,1.525,1.62,0.0
2026-02-03 21:01:00+00:00,BTC,76423.5,76868.0,75003.25,75658.75,0.0
2026-02-03 21:01:00+00:00,DOGE,0.11,0.13,0.11,0.11,0.0
2026-02-03 21:01:00+00:00,ETH,2299.15,2335.6,2208.05,2230.2,0.0
2026-02-03 21:01:00+00:00,SOL,101.03,103.09,97.05,97.74,0.0
2026-02-03 21:01:00+00:00,XRP,1.615,1.635,1.57,1.58,0.0
2026-02-04 00:00:00+00:00,BTC,75658.75,76878.75,75361.0,76407.25,0.0
2026-02-04 00:00:00+00:00,DOGE,0.11,0.115,0.11,0.11,0.0
2026-02-04 00:00:00+00:00,ETH,2230.2,2293.2,2220.15,2281.05,0.0
2026-02-04 00:00:00+00:00,SOL,97.74,103.49,96.34,97.78,0.0
2026-02-04 00:00:00+00:00,XRP,1.58,1.61,1.56,1.6,0.0
2026-02-04 08:00:00+00:00,BTC,76407.25,76498.25,73681.25,74021.0,0.0
2026-02-04 08:00:00+00:00,DOGE,0.11,0.115,0.1,0.1,0.0
2026-02-04 08:00:00+00:00,ETH,2281.05,2400.9,2133.55,2148.7,0.0
2026-02-04 08:00:00+00:00,SOL,97.78,100.27,91.14,92.65,0.0
2026-02-04 08:00:00+00:00,XRP,1.6,1.61,1.53,1.54,0.0
2026-02-04 16:00:00+00:00,BTC,74021.0,74130.0,72044.5,73350.5,0.0
2026-02-04 16:00:00+00:00,DOGE,0.1,0.13,0.1,0.1,0.0
2026-02-04 16:00:00+00:00,ETH,2148.7,2201.3,2072.6,2167.8,0.0
2026-02-04 16:00:00+00:00,SOL,92.65,106.06,89.8,93.03,0.0
2026-02-04 16:00:00+00:00,XRP,1.54,1.6,1.5,1.53,0.0
2026-02-04 21:01:00+00:00,BTC,73420.0,73797.25,71717.0,73007.0,0.0
2026-02-04 21:01:00+00:00,DOGE,0.1,0.125,0.1,0.1,0.0
2026-02-04 21:01:00+00:00,ETH,2171.4,2182.95,2084.95,2142.75,0.0
2026-02-04 21:01:00+00:00,SOL,93.11,93.19,89.11,91.92,0.0
2026-02-04 21:01:00+00:00,XRP,1.53,1.585,1.49,1.51,0.0
2026-02-05 00:00:00+00:00,BTC,73007.0,73545.5,70002.5,70581.5,0.0
2026-02-05 00:00:00+00:00,DOGE,0.1,0.125,0.1,0.1,0.0
2026-02-05 00:00:00+00:00,ETH,2142.75,2174.2,2060.35,2086.95,0.0
2026-02-05 00:00:00+00:00,SOL,91.92,92.69,89.53,90.36,0.0
2026-02-05 00:00:00+00:00,XRP,1.51,1.565,1.415,1.43,0.0
2026-02-05 08:00:00+00:00,BTC,70581.5,72275.25,66558.75,67361.0,0.0
2026-02-05 08:00:00+00:00,DOGE,0.1,0.14,0.085,0.09,0.0
2026-02-05 08:00:00+00:00,ETH,2086.95,2177.9,1923.2,1957.6,0.0
2026-02-05 08:00:00+00:00,SOL,90.36,98.86,83.37,84.46,0.0
2026-02-05 08:00:00+00:00,XRP,1.43,1.62,1.27,1.29,0.0
2026-02-05 16:00:00+00:00,BTC,67361.0,69064.75,62214.74999999999,63627.75,0.0
2026-02-05 16:00:00+00:00,DOGE,0.09,0.105,0.085,0.09,0.0
2026-02-05 16:00:00+00:00,ETH,1957.6,2015.85,1821.35,1865.75,0.0
2026-02-05 16:00:00+00:00,SOL,84.46,86.15,77.53,78.65,0.0
2026-02-05 16:00:00+00:00,XRP,1.29,1.435,1.135,1.19,0.0
2026-02-05 21:01:00+00:00,BTC,64269.75,67310.5,62547.5,62792.0,0.0
2026-02-05 21:01:00+00:00,DOGE,0.09,0.09,0.085,0.09,0.0
2026-02-05 21:01:00+00:00,ETH,1891.3,1946.45,1812.2,1823.35,0.0
2026-02-05 21:01:00+00:00,SOL,79.66,94.6,77.41,78.19,0.0
2026-02-05 21:01:00+00:00,XRP,1.195,1.49,1.145,1.21,0.0
2026-02-06 00:00:00+00:00,BTC,62792.0,66737.25,59907.25000000001,64759.25000000001,0.0
2026-02-06 00:00:00+00:00,DOGE,0.09,0.09,0.08,0.09,0.0
2026-02-06 00:00:00+00:00,ETH,1823.35,1973.5,1743.35,1897.1,0.0
2026-02-06 00:00:00+00:00,SOL,78.19,88.85,67.49,79.47,0.0
2026-02-06 00:00:00+00:00,XRP,1.21,1.835,1.105,1.36,0.0
2026-02-06 08:00:00+00:00,BTC,64759.25000000001,71706.75,63528.0,68635.25,0.0
2026-02-06 08:00:00+00:00,DOGE,0.09,0.1,0.09,0.1,0.0
2026-02-06 08:00:00+00:00,ETH,1897.1,2001.75,1863.45,1979.8,0.0
2026-02-06 08:00:00+00:00,SOL,79.47,85.13,78.51,84.44,0.0
2026-02-06 08:00:00+00:00,XRP,1.36,1.665,1.275,1.51,0.0
2026-02-06 16:00:00+00:00,BTC,68635.25,71492.5,68409.25,69965.5,0.0
2026-02-06 16:00:00+00:00,DOGE,0.1,0.1,0.1,0.1,0.0
2026-02-06 16:00:00+00:00,ETH,1979.8,2095.75,1971.05,2054.95,0.0
2026-02-06 16:00:00+00:00,SOL,84.44,88.66,83.59,86.83,0.0
2026-02-06 16:00:00+00:00,XRP,1.51,1.535,1.44,1.45,0.0
2026-02-08 08:00:00+00:00,BTC,69652.5,71516.25,69469.5,71130.25,0.0
2026-02-08 08:00:00+00:00,DOGE,0.1,0.1,0.1,0.1,0.0
2026-02-08 08:00:00+00:00,ETH,2082.75,2170.0,2075.7,2106.9,0.0
2026-02-08 08:00:00+00:00,SOL,87.34,88.92,86.35,87.73,0.0
2026-02-08 08:00:00+00:00,XRP,1.42,1.47,1.42,1.44,0.0
2026-02-08 16:00:00+00:00,BTC,71130.25,72253.5,69943.5,70280.25,0.0
2026-02-08 16:00:00+00:00,DOGE,0.1,0.1,0.09,0.1,0.0
2026-02-08 16:00:00+00:00,ETH,2106.9,2151.45,2060.2,2088.45,0.0
2026-02-08 16:00:00+00:00,SOL,87.73,89.0,85.67,86.93,0.0
2026-02-08 16:00:00+00:00,XRP,1.44,1.46,1.41,1.43,0.0
2026-02-09 00:00:00+00:00,BTC,70280.25,71392.5,70014.5,70352.25,0.0
