timestamp,ticker,open,high,low,close,volume
2025-01-14 14:30:00+00:00,QQQ,508.75,510.16,505.45,505.46,0.0
2025-01-14 16:00:00+00:00,QQQ,505.46,507.28,502.02,503.65,0.0
2025-01-14 20:00:00+00:00,QQQ,503.65,505.15,501.58,505.08,0.0
2025-01-15 14:30:00+00:00,QQQ,513.07,516.71,511.46,514.64,0.0
2025-01-15 16:00:00+00:00,QQQ,514.64,517.41,512.91,517.02,0.0
2025-01-15 20:00:00+00:00,QQQ,517.02,517.85,516.47,516.54,0.0
2025-01-16 14:30:00+00:00,QQQ,518.99,519.06,515.19,517.34,0.0
2025-01-16 16:00:00+00:00,QQQ,517.34,518.53,513.47,516.13,0.0
2025-01-16 20:00:00+00:00,QQQ,516.13,516.64,512.98,513.09,0.0
2025-01-17 14:30:00+00:00,QQQ,522.88,523.01,518.93,521.61,0.0
2025-01-17 16:00:00+00:00,QQQ,521.61,523.46,520.78,522.25,0.0
2025-01-17 20:00:00+00:00,QQQ,522.25,522.65,521.27,521.74,0.0
2025-01-21 14:30:00+00:00,QQQ,524.5,524.68,520.05,522.66,0.0
2025-01-21 16:00:00+00:00,QQQ,522.66,525.97,521.71,524.87,0.0
2025-01-21 20:00:00+00:00,QQQ,524.87,525.64,524.24,524.68,0.0
2025-01-22 14:30:00+00:00,QQQ,529.55,532.58,529.27,531.45,0.0
2025-01-22 16:00:00+00:00,QQQ,531.45,533.83,531.32,532.54,0.0
2025-01-22 20:00:00+00:00,QQQ,532.54,532.57,531.13,531.53,0.0
2025-01-23 14:30:00+00:00,QQQ,529.02,530.29,528.45,530.05,0.0
2025-01-23 16:00:00+00:00,QQQ,530.05,531.3,529.22,530.55,0.0
2025-01-23 20:00:00+00:00,QQQ,530.55,532.75,530.32,532.73,0.0
2025-01-24 14:30:00+00:00,QQQ,532.99,533.79,531.41,531.59,0.0
2025-01-24 16:00:00+00:00,QQQ,531.59,532.76,528.15,528.71,0.0
2025-01-24 20:00:00+00:00,QQQ,528.71,529.91,528.44,529.64,0.0
2025-01-27 14:30:00+00:00,QQQ,510.97,517.99,510.54,515.45,0.0
2025-01-27 16:00:00+00:00,QQQ,515.45,515.79,510.16,511.03,0.0
2025-01-27 20:00:00+00:00,QQQ,511.03,514.19,510.9,514.04,0.0
2025-01-28 14:30:00+00:00,QQQ,515.18,519.56,511.78,518.91,0.0
2025-01-28 16:00:00+00:00,QQQ,518.91,523.0,517.28,522.75,0.0
2025-01-28 20:00:00+00:00,QQQ,522.75,522.95,521.36,521.87,0.0
2025-01-29 14:30:00+00:00,QQQ,522.49,522.62,519.01,520.22,0.0
2025-01-29 16:00:00+00:00,QQQ,520.22,521.92,516.89,520.97,0.0
2025-01-29 20:00:00+00:00,QQQ,520.97,522.48,519.17,520.8,0.0
2025-01-30 14:30:00+00:00,QQQ,523.75,526.1,519.21,519.23,0.0
2025-01-30 16:00:00+00:00,QQQ,519.23,523.99,518.21,523.96,0.0
2025-01-30 20:00:00+00:00,QQQ,523.96,524.94,520.7,523.13,0.0
2025-01-31 14:30:00+00:00,QQQ,526.97,531.32,526.73,530.84,0.0
2025-01-31 16:00:00+00:00,QQQ,530.84,531.52,522.36,524.23,0.0
2025-01-31 20:00:00+00:00,QQQ,524.23,524.23,521.19,522.29,0.0
2025-02-03 14:30:00+00:00,QQQ,513.51,519.25,511.04,518.48,0.0
2025-02-03 16:00:00+00:00,QQQ,518.48,520.85,516.54,520.06,0.0
2025-02-03 20:00:00+00:00,QQQ,520.06,520.55,517.94,518.14,0.0
2025-02-04 14:30:00+00:00,QQQ,518.6,524.79,518.21,523.67,0.0
2025-02-04 16:00:00+00:00,QQQ,523.67,525.11,521.68,523.77,0.0
2025-02-04 20:00:00+00:00,QQQ,523.77,524.95,523.48,524.56,0.0
2025-02-05 14:30:00+00:00,QQQ,521.8,523.09,520.61,522.77,0.0
2025-02-05 16:00:00+00:00,QQQ,522.77,526.37,522.09,525.58,0.0
2025-02-05 20:00:00+00:00,QQQ,525.58,527.02,525.1,526.86,0.0
2025-02-06 14:30:00+00:00,QQQ,527.33,529.03,526.39,527.19,0.0
2025-02-06 16:00:00+00:00,QQQ,527.19,528.84,525.74,526.59,0.0
2025-02-06 20:00:00+00:00,QQQ,526.59,529.82,526.31,529.6,0.0
2025-02-07 14:30:00+00:00,QQQ,530.16,532.09,523.67,526.22,0.0
2025-02-07 16:00:00+00:00,QQQ,526.22,527.03,522.46,523.46,0.0
2025-02-07 20:00:00+00:00,QQQ,523.46,523.74,522.16,522.94,0.0
