timestamp,ticker,open,high,low,close,volume,source,session,price_basis,volume_basis,retrieved_at,requested_bar_hours
2021-09-03,AAPL,153.75,154.63,153.09,154.3,46045854.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-03,AMD,108.89,111.17,108.5,109.92,37497538.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-03,NVDA,22.33,22.99,22.2,22.84,209697270.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-03,QQQ,379.22,381.98,379.2,381.57,15955418.000000002,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-03,SMH,135.5,137.12,135.16,136.65,2492058.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-07,AAPL,155.0,157.26,154.39,156.69,66179291.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-07,AMD,109.97,110.58,108.66,109.15,23989189.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-07,NVDA,22.81,22.9,22.52,22.66,134890440.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-07,QQQ,381.65,382.78,380.48,382.11,16537515.999999998,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-07,SMH,136.85,136.9,135.56,136.37,2680118.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-08,AAPL,156.98,157.04,154.0,155.11,58699047.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-08,AMD,108.82,109.3,105.52,106.17,36129210.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-08,NVDA,22.52,22.61,21.98,22.34,185015950.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-08,QQQ,381.93,381.93,378.45,380.78,24967587.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-08,SMH,135.85,135.86,133.52,134.57,3472546.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-09,AAPL,155.49,156.11,153.95,154.07,44961300.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-09,AMD,106.51,107.3,105.84,106.15,27381515.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-09,NVDA,22.34,22.54,22.13,22.18,131514310.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-09,QQQ,381.01,382.15,379.22,379.47,21973387.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-09,SMH,134.51,135.85,134.49,135.12,3278208.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-10,AAPL,155.02,155.48,148.7,148.97,116040945.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-10,AMD,107.05,107.05,104.98,105.2,27543780.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-10,NVDA,22.36,22.63,22.27,22.48,177983990.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-10,QQQ,381.23,381.97,376.24,376.59,29198319.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-10,SMH,136.26,138.02,136.04,136.14,5330416.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-13,AAPL,150.65,151.42,148.75,149.55,73141098.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-13,AMD,105.2,105.28,102.63,104.8,30978323.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-13,NVDA,22.68,22.96,21.86,22.15,199989620.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-13,QQQ,378.99,379.43,374.22,376.33,34457907.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-13,SMH,137.25,137.5,135.42,137.16,3934052.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-14,AAPL,150.36,151.07,146.91,148.12,84363534.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-14,AMD,105.52,106.82,104.42,105.73,35710687.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-14,NVDA,22.28,22.41,22.09,22.24,139890880.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-14,QQQ,377.84,378.61,374.28,375.26,32446866.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-14,SMH,137.56,138.23,136.56,137.25,3768560.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-15,AAPL,148.54,149.44,146.37,149.03,61732142.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-15,AMD,106.04,106.32,104.03,105.6,31653570.000000004,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-15,NVDA,22.3,22.37,21.97,22.34,112649160.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-15,QQQ,375.73,378.41,373.37,378.05,25775485.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-15,SMH,137.15,137.74,136.06,137.73,3058514.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-16,AAPL,148.44,148.97,147.22,148.79,53150536.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-16,AMD,104.92,106.75,103.76,106.22,32419639.999999996,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-16,NVDA,22.18,22.28,21.93,22.24,108406070.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-16,QQQ,376.71,378.9,374.69,378.31,23420525.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-16,SMH,136.64,138.35,136.07,137.93,3444846.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-17,AAPL,148.78,148.82,145.76,146.06,77809929.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-17,AMD,105.51,105.98,103.71,103.88,30859683.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-17,NVDA,22.3,22.32,21.83,21.9,155947760.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-17,QQQ,377.82,377.87,372.76,373.83,37465699.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-17,SMH,137.5,137.5,134.98,135.5,5240436.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-20,AAPL,143.86,144.84,141.27,142.94,89873045.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-20,AMD,101.63,102.51,99.51,101.55,36518624.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-20,NVDA,21.15,21.43,20.66,21.11,237337140.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-20,QQQ,367.49,369.25,360.93,365.7,54602297.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-20,SMH,132.58,133.1,130.22,132.2,4767512.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-21,AAPL,143.93,144.6,142.78,143.43,59221109.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
2021-09-21,AMD,102.14,103.43,101.18,102.82,29131271.0,IBKR_TRADES,RTH,split_adjusted,traded_shares,2026-09-10T01:20:37.874819+00:00,24
