timestamp,ticker,open,high,low,close,volume
2023-05-29 00:00:00+00:00,ADA,2192.76,2216.75,2088.98,2112.97,3014032
2023-05-29 00:00:00+00:00,AVAX,1490.35,1522.49,1447.67,1479.81,6414772
2023-05-29 00:00:00+00:00,BCH,59.79,61.2,54.0,55.4,19817947
2023-05-29 00:00:00+00:00,BTC,4806.17,4836.61,4706.35,4736.79,12529203
2023-05-29 00:00:00+00:00,DOGE,4366.79,4591.36,4204.17,4428.74,6271453
2023-05-29 00:00:00+00:00,ETH,5080.83,5329.73,5050.83,5299.72,1196459
2023-05-29 00:00:00+00:00,LINK,662.72,662.86,642.38,642.52,16327393
2023-05-29 00:00:00+00:00,LTC,599.42,610.58,557.56,568.72,18206895
2023-05-29 00:00:00+00:00,SOL,623.02,634.74,619.14,630.87,9377015
2023-05-29 00:00:00+00:00,XRP,763.08,812.64,742.33,791.89,15827226
2023-05-30 00:00:00+00:00,ADA,2112.97,2270.38,2052.17,2209.58,14524309
2023-05-30 00:00:00+00:00,AVAX,1479.81,1485.42,1391.89,1397.5,15899576
2023-05-30 00:00:00+00:00,BCH,55.4,57.56,54.04,56.2,13550014
2023-05-30 00:00:00+00:00,BTC,4736.79,4816.22,4345.67,4425.1,14664577
2023-05-30 00:00:00+00:00,DOGE,4428.74,4575.42,4318.81,4465.48,12456662
2023-05-30 00:00:00+00:00,ETH,5299.72,5339.51,5199.88,5239.67,4233975
2023-05-30 00:00:00+00:00,LINK,642.52,671.89,625.54,654.92,4989309
2023-05-30 00:00:00+00:00,LTC,568.72,569.08,524.18,524.54,1703616
2023-05-30 00:00:00+00:00,SOL,630.87,638.96,558.54,566.63,19501585
2023-05-30 00:00:00+00:00,XRP,791.89,803.14,749.57,760.83,8195088
2023-05-31 00:00:00+00:00,ADA,2209.58,2392.26,2090.01,2272.69,10311252
2023-05-31 00:00:00+00:00,AVAX,1397.5,1425.92,1317.1,1345.53,10386534
2023-05-31 00:00:00+00:00,BCH,56.2,57.02,54.96,55.78,4678543
2023-05-31 00:00:00+00:00,BTC,4425.1,4631.11,4375.96,4581.97,15835085
2023-05-31 00:00:00+00:00,DOGE,4465.48,4466.74,4304.76,4306.02,14585161
2023-05-31 00:00:00+00:00,ETH,5239.67,5306.53,5101.96,5168.82,9367592
2023-05-31 00:00:00+00:00,LINK,654.92,666.83,649.2,661.11,14132853
2023-05-31 00:00:00+00:00,LTC,524.54,537.17,499.75,512.39,10024417
2023-05-31 00:00:00+00:00,SOL,566.63,571.84,476.87,482.08,8725393
2023-05-31 00:00:00+00:00,XRP,760.83,812.87,747.26,799.29,1163317
2023-06-01 00:00:00+00:00,ADA,2272.69,2295.4,2242.27,2264.98,9794988
2023-06-01 00:00:00+00:00,AVAX,1345.53,1432.76,1297.26,1384.49,18006858
2023-06-01 00:00:00+00:00,BCH,55.78,56.3,53.01,53.53,19001398
2023-06-01 00:00:00+00:00,BTC,4581.97,4768.73,4361.79,4548.55,12590804
2023-06-01 00:00:00+00:00,DOGE,4306.02,4405.99,4012.48,4112.45,8292281
2023-06-01 00:00:00+00:00,ETH,5168.82,5453.77,5076.13,5361.07,10396951
2023-06-01 00:00:00+00:00,LINK,661.11,670.5,641.14,650.53,19281935
2023-06-01 00:00:00+00:00,LTC,512.39,555.29,498.92,541.83,8821663
2023-06-01 00:00:00+00:00,SOL,482.08,495.72,458.31,471.95,18000193
