timestamp,ticker,open,high,low,close,volume,source,session,price_basis,volume_basis,retrieved_at,requested_bar_hours
2023-04-17,BTC,30331.0,30565.0,29281.75,29480.5,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-17,ETH,2096.3,2143.55,2062.0,2079.2,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-18,BTC,29498.75,30493.500000000004,29155.0,30238.499999999996,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-18,ETH,2081.45,2123.25,2057.4,2082.35,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-19,BTC,30182.0,30450.75,29663.500000000004,29741.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-19,ETH,2077.35,2108.1,1966.75,1981.3,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-20,BTC,29745.0,29785.75,29125.75,29172.5,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-20,ETH,1982.15,1988.85,1916.05,1927.55,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-21,BTC,29166.5,29303.75,27195.25,27267.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-21,ETH,1925.65,1956.55,1840.45,1842.1,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-24,BTC,27537.25,27740.75,27070.25,27386.5,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-24,ETH,1868.8,1889.75,1811.1,1831.2,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-25,BTC,27372.0,27736.0,27193.0,27613.0,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-25,ETH,1831.6,1850.7,1805.0,1837.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-26,BTC,27645.0,30030.0,27639.5,27890.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-26,ETH,1838.95,1966.2,1825.7,1828.85,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-27,BTC,27690.75,29492.75,27306.5,29113.0,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-27,ETH,1815.25,1939.4,1792.4,1898.3,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-28,BTC,29670.499999999996,29784.75,28914.5,29339.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-04-28,ETH,1922.0,1928.75,1875.5,1893.0,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-01,BTC,29291.0,29958.0,27807.0,27834.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-01,ETH,1904.65,1938.65,1808.75,1813.55,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-02,BTC,27773.0,28894.75,27671.5,28705.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-02,ETH,1813.45,1880.9,1807.2,1869.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-03,BTC,28716.25,28806.5,28159.25,28328.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-03,ETH,1870.35,1893.15,1852.55,1868.5,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-04,BTC,28321.25,29295.25,28289.25,28916.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-04,ETH,1869.7,1916.35,1831.45,1877.3,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-05,BTC,28898.0,29687.500000000004,28843.75,29576.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-05,ETH,1875.25,2000.85,1854.75,1992.9,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-08,BTC,28952.0,29124.5,27324.75,27359.0,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-08,ETH,1903.9,1935.2,1816.45,1830.25,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-09,BTC,27502.25,27832.75,27382.75,27673.75,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-09,ETH,1840.7,1857.7,1832.7,1850.7,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-10,BTC,27615.0,27835.5,27498.25,27624.0,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
2023-05-10,ETH,1846.95,1858.5,1835.2,1845.9,0.0,IBKR_MID,24/7,unknown,unavailable_midpoint,2026-09-10T01:17:37.021302+00:00,24
